state,district,2012_winner,2012_party,2012_pct,2014_winner,2014_party,2014_pct,2016_winner,2016_party,2016_pct
Texas,35,Lloyd Doggett,D,63.9,Lloyd Doggett,D,62.5,Lloyd Doggett,D,63.1
Texas,36,Steve Stockman,R,70.7,Brian Babin,R,76,Brian Babin,R,88.6
Utah,1,Rob Bishop,R,71.5,Rob Bishop,R,64.8,Rob Bishop,R,65.9
Utah,2,Chris Stewart,R,62.2,Chris Stewart,R,60.9,Chris Stewart,R,61.6
Utah,3,Jason Chaffetz,R,76.6,Jason Chaffetz,R,72.3,Jason Chaffetz,R,73.5
Utah,4,Jim Matheson,D,48.8,Mia Love,R,50.9,Mia Love,R,53.8
Vermont,0,Peter Welch,D,72,Peter Welch,D,64.4,Peter Welch,D,90
Virginia,1,,,,,,,Rob Wittman,R,59.9
Virginia,2,,,,,,,Scott Taylor,R,61.3
Virginia,3,,,,,,,Bobby Scott,D,66.7
Virginia,4,,,,,,,Donald McEachin,D,57.7
Virginia,5,,,,,,,Tom Garrett,R,58.2
Virginia,6,,,,,,,Bob Goodlatte,R,66.6
Virginia,7,,,,,,,David Brat,R,57.5
Virginia,8,,,,,,,Don Beyer,D,68.4
Virginia,9,,,,,,,Morgan Griffith,R,68.6
Virginia,10,,,,,,,Barbara Comstock,R,52.7
Virginia,11,,,,,,,Gerald Connolly,D,87.9
Washington,1,Suzan DelBene,D,53.9,Suzan DelBene,D,55,Suzan DelBene,D,55.4
Washington,2,Rick Larsen,R,61.1,Rick Larsen,R,60.6,Rick Larsen,R,64
Washington,3,Jaime Herrera Beutler,R,60.4,Jaime Herrera Beutler,R,61.5,Jaime Herrera Beutler,R,61.8
Washington,4,Doc Hastings,R,66.2,Dan Newhouse,R,50.8,Dan Newhouse,R,57.6
Washington,5,Cathy McMorris Rodgers,R,61.9,Cathy McMorris Rodgers,R,60.7,Cathy McMorris Rodgers,R,59.6
Washington,6,Derek Kilmer,D,59,Derek Kilmer,D,63,Derek Kilmer,D,61.5
Washington,7,Jim McDermott,D,79.7,Jim McDermott,D,81,Pramila Jayapal,D,56
Washington,8,Dave Reichert,R,59.7,Dave Reichert,R,63.3,Dave Reichert,R,60.2
Washington,9,Adam Smith,D,71.6,Adam Smith,D,70.8,Adam Smith,D,72.9
Washington,10,Denny Heck,D,58.6,Denny Heck,D,54.7,Denny Heck,D,46.5
West Virginia,1,David McKinley,R,62.3,David McKinley,R,63.9,David McKinley,R,69
West Virginia,2,Shelley Moore Capito,R,69.8,Alex Mooney,R,47.1,Alex Mooney,R,58.2
West Virginia,3,Nick Rahall,D,53.5,Evan Jenkins,R,55.4,Evan Jenkins,R,67.9
Wisconsin,1,Paul Ryan,R,54.9,Paul Ryan,R,63.3,Paul Ryan,R,65
Wisconsin,2,Mark Pocan,D,67.9,Mark Pocan,D,68.4,Mark Pocan,D,68.8
Wisconsin,3,Ron Kind,D,64.1,Ron Kind,D,56.5,Ron Kind,D,99.9
Wisconsin,4,Gwen Moore,D,72.2,Gwen Moore,D,70.2,Gwen Moore,D,77
Wisconsin,5,Jim Sensenbrenner,R,67.7,Jim Sensenbrenner,R,69.5,Jim Sensenbrenner,R,66.8
Wisconsin,6,Tom Petri,R,62.1,Glenn Grothman,R,56.8,Glenn Grothman,R,57.2
Wisconsin,7,Sean Duffy,R,56.1,Sean Duffy,R,59.3,Sean Duffy,R,61.7
Wisconsin,8,Reid Ribble,R,55.9,Reid Ribble,R,65,Mike Gallagher,R,62.7
Wyoming,0,Cynthia Lummis,R,69,Cynthia Lummis,R,68.5,Liz Cheney,R,62
